name,sector,address,phone,website,rating,review_count,latitude,longitude,has_website,has_active_website,score,web_visibility_score
AS Menuiserie-Charpente,BTP,,"
06 03 65 56 02",,5.0,5,NULL,NULL,False,False,75,75
La Bouate,BTP,"
64 Bd de Rethel, 14000 Caen","
06 04 59 06 53",,5.0,5,NULL,NULL,False,False,75,75
Menuiserie Mazire,BTP,"
22 Av. de Rouen, 14000 Caen","
06 25 18 82 28",http://www.menuiserie-mazire.fr/,4.8,4,NULL,NULL,True,True,30,30
MDB - Les Métiers du Bois Caen,BTP,"
21 Av. de la Voie au Coq, 14760 Bretteville-sur-Odon","
02 31 73 05 61",http://www.mdbois.fr/,4.7,4,NULL,NULL,True,True,30,30
CENIER Joris,BTP,"
Siège: Le Ham 14430 Hotot en Auge Bureau: Za de calix 41bis Rue Pasteur 14120 MONDEVILLE, 14430 Hotot-en-Auge","
06 70 05 45 72",https://www.cenier-menuisier.fr/,5.0,5,NULL,NULL,True,True,30,30
All Works,BTP,"
887 Rue du Chemin Vert, 14123 Ifs","
06 62 10 60 84",https://allworks.fr/,5.0,5,NULL,NULL,True,True,30,30
Damien Thaunay menuisier agenceur,BTP,"
71 Bd Général Vanier, 14000 Caen","
06 62 12 57 80",,5.0,5,NULL,NULL,False,False,75,75
"GM Rénovation Menuiserie A Caen spécialisé dans le Portail alu , Carport et Pergola ,Fenêtres ,Portes d'entrée,Volets.",BTP,"
13 Rue Denis Papin, 14120 Mondeville","
02 31 82 17 14",https://www.gm-renovation.fr/,4.9,4,NULL,NULL,True,True,30,30
Caen Menuiseries Isolations SA,BTP,"
Za Les Portes De La Suisse Normande, 13 Delle du Poirier, 14320 Saint-André-sur-Orne","
02 31 83 85 44",,5.0,5,NULL,NULL,False,False,75,75
Les Ateliers Duvernois Caen - Menuiserie - Ebenisterie Sur-Mesure,BTP,"
8 Av. du Fresne, 14760 Bretteville-sur-Odon","
02 61 53 52 54",https://lesateliersduvernois.fr/,5.0,5,NULL,NULL,True,True,30,30
Michalcik - Fabricant de menuiseries Technal - Hall d'exposition,BTP,"
522 Av. des Digues, 14123 Fleury-sur-Orne","
02 31 36 21 21",https://www.michalcik-caen.fr/,4.8,4,NULL,NULL,True,True,30,30
Menuiserie Ebenisterie LEGIONNET Philippe,BTP,"
4 bis Rue de la Masse, 14000 Caen","
02 31 93 32 36",,0.0,0,NULL,NULL,False,False,80,80
Dillée Charpente - Charpentier et Couvreur à Caen dans le Calvados en Normandie,BTP,"
19 Rue Nicéphore Niépce, 14120 Mondeville","
06 82 59 59 28",https://www.dillee-charpente.fr/,5.0,5,NULL,NULL,True,True,30,30
OB Menuiserie Isolation,BTP,"
25 Rue de la Seulles, 14000 Caen",,,0.0,0,NULL,NULL,False,False,80,80
La Boutique du Menuisier Caen,BTP,"
119 Bd Maréchal Lyautey, 14000 Caen","
06 76 97 83 22",https://laboutiquedumenuisier.fr/boutiques/gl-menuiseries,4.8,4,NULL,NULL,True,True,30,30
GuillHard Confort Menuiseries Fenêtres Portes Caen,BTP,"
2 Rue des Gallois, 14210 Évrecy","
02 31 06 02 23",http://caen.guillhardconfort.fr/,5.0,5,NULL,NULL,True,True,30,30
Caen Charpente SAS,BTP,"
7 Rue Mesaise, 14860 Amfreville","
02 31 78 72 78",https://caencharpente.fr/,4.8,4,NULL,NULL,True,True,30,30
Entreprise Menuiserie Caen - SARL DUVERNOIS,BTP,,"
02 61 53 52 54",https://lesateliersduvernois.fr/,4.5,4,NULL,NULL,True,True,30,30
Actibat,BTP,"
17 All. du Marquis de Hericy, 14740 Saint-Manvieu-Norrey","
09 50 50 13 44",https://www.actibat-habitat.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,4.9,4,NULL,NULL,True,True,30,30
AMC Guérin Menuiserie,BTP,,"
02 31 26 52 76",,5.0,5,NULL,NULL,False,False,75,75
Menuiserie Daigremont,BTP,"
Imp. le Bourbillon, 14260 Dialan sur Chaîne","
06 48 60 32 85",https://menuiseriedaigremont.fr/,5.0,5,NULL,NULL,True,True,30,30
B'PLAST VIRE,BTP,"
ZA le maupas, 125 Rue de l'Allière, 14500 Vire Normandie","
02 31 66 25 10",https://www.bplast.fr/agences/bplast-vire/?utm_source=GMB&utm_medium=Organique&utm_campaign=GMB+Vire,4.4,4,NULL,NULL,True,True,30,30
Menuiserie Agencements Lesort,BTP,"
12 Rue Jean Monnet, 14460 Colombelles","
02 31 34 25 15",http://www.atelier-lesort.fr/?utm_source=gmb,4.7,4,NULL,NULL,True,True,30,30
Haret Déco,BTP,"
3 Rue des Entrepreneurs, ZAC de la Grande Plaine, 14760 Bretteville-sur-Odon","
02 31 80 38 02",http://www.haretdeco.fr/,4.3,4,NULL,NULL,True,True,30,30
Artisanat Deperiers - Fenêtres Solabaie Caen,BTP,"
02 Le Château, 14260 Les Monts d'Aunay","
06 14 49 81 19",,5.0,5,NULL,NULL,False,False,75,75
Arnaud Leriche Menuisierie et Agencement Caen,BTP,"
ZI Caen Canal, Rue de la Mer, 14550 Blainville-sur-Orne","
06 58 46 16 60",,5.0,5,NULL,NULL,False,False,75,75
Décorisol Caennaise,BTP,"
222 Av. des Digues, 14123 Fleury-sur-Orne","
02 31 47 45 45",https://www.veranda-menuiserie.fr/agence/caen-decorisol-caseo/,4.5,4,NULL,NULL,True,True,30,30
Demaisons Menuiserie,BTP,"
8 Rue des Hêtres, 14250 Thue et Mue","
06 47 73 38 85",http://www.demaisons-menuiserie.fr/,4.8,4,NULL,NULL,True,True,30,30
GPAL - Art et Fenêtres Caen,BTP,"
6 Bd de l'Espérance, 14123 Cormelles-le-Royal","
02 31 52 49 58",https://gpal.artetfenetres.com/,4.2,4,NULL,NULL,True,True,30,30
Levannier menuiserie,BTP,,"
06 35 19 34 24",,5.0,5,NULL,NULL,False,False,75,75
Asdecarreaux LMN carreleur,BTP,"
4 Rue Louis Borderieux, 14000 Caen","
06 99 90 89 58",,5.0,5,NULL,NULL,False,False,75,75
Carreleur Caen 14,BTP,"
11 Rue Guilbert, 14000 Caen","
02 44 22 00 10",https://carreleur-caen.com/,5.0,5,NULL,NULL,True,True,30,30
Lechevrel Carrelage,BTP,"
24 Rue Alexander Fleming, 14200 Hérouville-Saint-Clair","
02 31 47 52 33",http://www.lechevrel-carrelage-caen.com/,5.0,5,NULL,NULL,True,True,30,30
Artisan carreleur à Caen (Normandie),BTP,"
913 Bd du Bois, 14200 Hérouville-Saint-Clair","
06 68 90 12 06",,5.0,5,NULL,NULL,False,False,75,75
KS CREATION CARRELAGE,BTP,"
Zac Lazzaro, 3 Rue du Four à Chaux 3, 14460 Colombelles","
02 31 22 33 76",http://www.kscreationcarrelage.fr/,5.0,5,NULL,NULL,True,True,30,30
Entreprise Piolain Carrelage,BTP,"
11 All. Georges Cuvier, 14740 Saint-Manvieu-Norrey","
02 31 25 21 95",http://www.piolain-carrelage.fr/,5.0,5,NULL,NULL,True,True,30,30
NB Carrelage,BTP,,"
06 59 08 84 47",,5.0,5,NULL,NULL,False,False,75,75
GL Carrelage - Carreleur Caen,BTP,,"
06 70 43 41 74",,5.0,5,NULL,NULL,False,False,75,75
Entreprise Dumaine,BTP,,"
06 16 38 22 91",,3.8,3,NULL,NULL,False,False,75,75
SARL Calvados Carrelage Résine Décorative Maçonnerie,BTP,"
110, 14220 Les Moutiers-en-Cinglais","
06 26 40 21 23",http://www.calvadoscarrelage.fr/,5.0,5,NULL,NULL,True,True,30,30
"Pierre Leclerc Peinture - Peinture, papier peint, revêtement sol et mur, ravalement dans le Calvados",BTP,"
17, Rue des Pallières ZAC du Cingal, 14680 Bretteville-sur-Laize","
06 35 17 48 17",http://www.leclerc-peintre-caen.fr/,5.0,5,NULL,NULL,True,True,30,30
Launay david,BTP,"
28 Rue de Bayeux, 14740 Thue et Mue","
06 62 21 06 53",,5.0,5,NULL,NULL,False,False,75,75
LaRéno Normandie,BTP,"
8 Rue de Provence, 14440 Douvres-la-Délivrande","
02 90 89 10 95",http://lareno14.fr/,4.7,4,NULL,NULL,True,True,30,30
NETTO DECOR HABITAT,BTP,"
2 Rue des Tisserands, 14123 Ifs","
02 31 72 08 91",http://www.netto-decor-habitat.com/,3.9,3,NULL,NULL,True,True,30,30
Pierre Gras EURL,BTP,"
3 Rue des 4 Vents, 14790 Verson","
02 31 80 87 70",,3.4,3,NULL,NULL,False,False,80,80
Bessin Carrelage,BTP,"
2 Rue de Guerville, 14740 Rots","
06 15 11 57 23",https://www.bessin-carrelage.fr/,5.0,5,NULL,NULL,True,True,30,30
Let'sCouleurs&Sol,BTP,"
1 Chem. Ou de la Bonde, 14100 Lisieux","
07 61 26 67 63",http://www.couleuretsol.fr/,4.7,4,NULL,NULL,True,True,30,30
Gaspin Amenagement,BTP,"
12 Rue Auguste Collet, 14280 Saint-Contest","
02 52 56 18 55",,4.1,4,NULL,NULL,False,False,75,75
JC Services – entreprise de rénovation Deauville | Plaquiste Deauville | entreprise de peinture Deauville | carreleur,BTP,,"
06 12 09 82 39",https://www.travaux.com/professionnel/jc-services,5.0,5,NULL,NULL,True,True,30,30
Mister Toit,BTP,"
145 Bd Maréchal Lyautey, 14000 Caen","
02 31 78 83 17",https://www.mistertoit.com/,5.0,5,NULL,NULL,True,True,30,30
Entreprise Blondaud Urbin,BTP,"
Saint-Marc-d'Ouilly, 61430 Cahan","
02 31 59 44 90",http://www.maconnerie-couverture-pontdouilly.fr/,3.7,3,NULL,NULL,True,True,30,30
Tendance Rénovation 14,BTP,,"
07 62 30 24 41",,5.0,5,NULL,NULL,False,False,75,75
SASU Lelievre Romain,BTP,"
6 Rue du Pirouet, 61210 Habloville","
06 46 49 47 57",https://www.lelievre-romain.fr/,5.0,5,NULL,NULL,True,True,30,30
G.H BAT,BTP,"
Av. Père Charles de Foucauld, 14000 Caen","
06 63 82 90 62",,0.0,0,NULL,NULL,False,False,80,80
